COMPOUND,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,nRotB,MLogP,nAtomLAC,nAtomP,nAtomLC,nB,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings6,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,VABC,TopoPSA,topoShape,PetitjeanNumber,MDEC.12,MDEC.13,MDEC.22,MDEC.23,MDEC.33,MDEO.11,khs.sCH3,khs.ssCH2,khs.aaCH,khs.sssCH,khs.dssC,khs.aasC,khs.sOH,khs.dO,khs.ssO,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.5,VC.3,VC.5,SCH.6,SCH.7,VCH.6,VCH.7,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,label
Prestw-652,11.9966830729677,16.0005973014326,-0.387626897598242,0.313888584459706,4.84285621204631,11.8732341196011,0.73333333,-0.472,292.28452,1,2.45,3,3,3,25,37,0,0,-0.1753,0.03073009,66.3299,6,0,1,0,1,0.292234,142,695,52,43.419637,2.067602,17.034991,17.034991,0,5.643856,251.045918685767,85.36,0.75,0.4285714,0.7113787,7.48533861,0,2.9949227,11.46750113,0.57775704,2,1,0,5,3,0,1,2,3,13.44,3.412098,1.0650888,0.73333333,1261.06,0.6666667,269,14.947229,9.787365,10.73259,10.1890001,9.8706548,8.3517849,6.33999721,4.94263908,11.78942,7.260065,7.2500915,6.4813826,5.48144551,4.12722863,2.926581497,1.980855115,8.3168898,16.5435584,29.163161,4.72989284,8.09448177,12.32019,2.8972204,1.82902765,1.76725455,0.939770425,1.55230404,3.61606171,0.75305106,1.571045836,3,0,1,2,4,1648.03803,2220.36921,3774.953346,4076.26916,3092.13797,25.646814,27.988828,49.198226,61.629431,55.735992,0.819372319068624,-0.328029880154077,0.0374509665456423,-0.041277078206275,-0.174664349564472,1,6,25.155312,41.880688,0
Prestw-653,11.89,16.0094539967395,-0.38056706042212,0.290795166911771,4.69400703484366,10.8978707326497,0.38095238,2.951,341.44477,5,3.33,2,6,4,27,52,12,12,3.2283,10.42192089,96.8784,3,2,3,2,3,0.13637199,132,1420,41,50.524644,2.020986,11.624009,8.206414,3.417594,5.754888,327.860301094651,46.53,1,0.5,4.5034547,1.53644901,20.3803283,16.1358567,2.38110158,0.33333333,2,4,10,1,1,2,1,1,1,19.753086,8.34714,4.6464,0.38095238,2316.04,0.84,429,17.916003,11.916469,11.299235,9.0255575,7.397273,5.5813806,3.43529242,2.24877022,14.94299,8.9625279,7.7303443,5.1121529,3.72706394,2.46212288,1.291374863,0.623556192,4.9968143,8.2713694,11.637013,2.3604009,3.35480609,3.686333,2.5002553,0.73330202,1.76349634,0.145252832,0.27629293,0.29743068,0.13631881,0.205875365,1,10,2,2,3,1782.29736,2090.51426,2954.835157,3039.62475,2789.76097,27.683387,28.993096,42.431477,46.589501,46.143838,0.491695277068813,-0.254805647968709,-0.118088653512376,0.239787700677822,-0.170617444447608,2,4,34.370589,58.469411,0
Prestw-654,11.85,31.9720735573511,-0.300191831822241,0.448848108268479,2.55868019536826,12.7785586406882,0.26315789,-0.376,466.44971,11,2.23,5,8,10,32,54,12,12,-0.0486,0.00236196,119.7018,2,2,2,2,2,0.4098839,152,2832,44,61.236087,1.975358,33.136298,15.006526,11.854709,6,402.003799385101,191.05,1,0.5,3.0306824,3.39337306,10.0034429,16.0487012,5.65555577,1.85345245,2,3,6,0,3,4,2,3,1,27.246094,13.032025,9.408,0.26315789,2095.12,0.5806452,688,23.018297,14.602374,13.742779,9.8569588,7.4682876,5.5897888,3.61422125,2.30670176,18.005085,10.2737367,7.7769549,5.4316985,3.53147401,2.33857367,1.388973328,0.814507666,4.6255194,6.2561163,7.8878036,2.12153154,2.54927944,2.931187,3.1798566,0.42815235,1.10419133,0.210487111,0.17010345,0.24312085,0.04650877,0.049010805,4,7,2,4,1,2022.89832,2311.77026,3057.944349,3238.0583,3043.01144,48.864902,47.406308,61.058471,59.022083,58.405859,0.942248065570002,-0.715678533919975,0.40777857037463,-0.190948183449045,0.138618650264796,3,10,43.653761,64.518239,0
Prestw-655,11.9985036686015,34.9693808101762,-0.389572505553929,0.18859706627717,4.82148640999978,13.3232484990878,0.83333333,2.03,454.96013,2,3.33,2,4,4,35,63,0,0,2.3184,5.37497856,113.7718,5,0,1,0,3,0.16035061,192,2185,76,63.307633,2.042182,18.775849,13.746065,0,6.129283,419.198180238746,72.83,1,0.5,6.0742547,6.04885504,7.0983234,17.4951719,5.85108588,0.38806749,4,7,0,4,3,0,1,2,2,22.77551,6.780435,2.6060942,0.83333333,3559.07,0.6451613,618,22.61252,14.354792,15.417009,14.0214623,12.4438836,10.8698438,8.07629276,6.16481324,19.428563,11.9714321,11.5289025,9.8128277,8.46620991,6.89928466,4.949878419,3.655825215,11.5722682,21.8226442,38.3962206,7.01876195,12.56717654,20.11384,4.6269923,2.37301301,2.93353136,1.246461265,0.65969953,1.76239301,0.40755683,0.989146107,0,3,1,5,9,2875.18602,3721.50973,6355.633518,7427.45627,6717.76365,44.087339,39.8582,70.452975,91.237443,92.160805,0.801188142481656,-0.246928440838467,-0.251368070293564,0.151244918699331,0.0647145944236926,1,5,42.353624,70.324376,0
Prestw-658,11.9961329491344,16.000814987879,-0.351411795308789,0.27949065128606,3.73294540942045,12.4162525551904,0.33333333,3.398,438.47396,11,3.22,4,18,7,34,58,12,12,3.4793,12.10552849,115.0788,3,2,3,2,2,0.23784796,162,2776,53,64.38027,2.011883,22.652439,15.52595,7.12649,6.087463,413.161007230901,104.22,0.8571429,0.4615385,2.5490802,0.90353621,23.9426678,21.6063112,3.670394,1.70832205,1,6,10,0,4,2,1,4,1,26.602076,12.630149,6.3720703,0.33333333,2608.08,0.53125,680,23.139617,15.40272,13.479992,11.1363383,9.1499637,7.8896147,5.29226223,3.73331472,17.899026,10.5700174,7.6450926,5.3846872,3.65532519,2.66391176,1.531459218,0.942416572,5.2800129,9.1777705,14.6764972,1.90355807,2.76654007,3.666147,2.1101897,0.69809145,0.89061027,0.176439017,0.45795271,0.74213712,0.14491778,0.184825091,4,12,0,2,5,2173.11477,2595.19556,3776.525182,4205.89161,4216.28877,37.366775,37.349352,53.642324,61.414578,65.409073,0.809163538380553,-0.337195065728779,0.105825443157161,-0.348371160873798,0.168857566114087,1,8,36.811382,66.588618,0
Prestw-659,11.9884369911088,15.9949196968005,-0.320585631034484,0.17629976367334,5.79346680568557,9.17476631945025,0.1,0.533,215.21175,3,1.9,0,10,2,18,25,15,14,1.0889,1.18570321,57.6857,3,3,2,2,1,0.37023311,84,457,19,33.232807,2.07705,18.473916,3.009638,15.464279,5.169925,159.702204393662,79.63,1,0.5,0,0,4.0193584,7.3449237,2.70159997,0,0,1,5,0,0,2,0,0,0,11.111111,5.104167,2.4882812,0.1,489.06,1,238,10.794682,7.932653,6.773654,5.8936507,5.0080717,3.2600269,2.23058816,1.58803145,8.343747,4.8363672,3.2563359,2.2331518,1.48308473,0.76342917,0.408602924,0.230635367,1.8136948,3.0072208,3.2875254,0.52451871,0.66815136,0.5436548,0.6735402,0.13608276,0.25173503,0.026475425,0.32147817,0.41976948,0.07278272,0.065613423,3,4,0,1,0,853.30152,989.2207,1330.24391,1062.90471,860.09881,18.574371,20.326003,27.599471,22.12904,18.575306,0.458338701019739,-0.321709134798997,0.116801521419263,-0.0367920588645223,0.0139531621631326,2,4,17.034863,29.903137,0
Prestw-660,11.9960823479397,16.0084179129343,-0.405658054136541,0.271914200496925,4.93289389882099,12.7279931696787,0.7755102,2.473,887.10534,8,5.31,4,4,4,69,137,0,0,4.7203,22.28123209,236.0648,6,0,3,0,6,0.19183135,344,17642,124,128.434309,2.03864,40.851244,40.851244,0,7.108524,876.808916065725,170.06,1,0.5,17.0770412,26.55805649,16.4658167,50.1621234,0,0.63809297,10,8,0,18,4,0,3,1,10,50.865784,21.745876,11.0692323,0.7755102,16543.14,0.7142857,2361,45.379375,29.997426,28.224535,24.7335494,20.5389979,16.9579051,12.03159914,9.2774186,38.922983,23.3209164,19.3457768,14.866457,10.8636373,7.73990933,4.72602201,3.218147982,13.5404383,22.6111018,34.6732676,6.5598327,9.5402656,12.31156,5.5119681,1.63444403,3.08814672,0.619229431,0.32717152,1.06565492,0.17809174,0.440764758,1,7,3,12,18,4948.9541,5935.71095,8717.277706,10060.9117,10071.41405,73.842566,76.970207,118.385279,143.702475,150.13493,2.03746914397704,-1.01558997489538,0.0539541512049889,-0.474450553584797,0.709156286502791,3,14,101.015318,146.810682,0
Prestw-666,11.9961514137805,16.0008092275766,-0.346234938574162,0.292394222367113,4.18997744733402,13.0968819185086,0.4,4.383,388.41513,8,2.78,3,11,6,29,52,6,6,2.9582,8.75094724,105.9075,2,1,2,1,2,0.27764078,140,1814,48,55.272918,1.974033,21.644541,15.581353,6.063187,5.857981,372.506444829834,107.77,1,0.5,3.8739869,11.70353176,3.5887082,13.0254233,17.13859332,1.08364995,5,1,4,2,6,2,0,3,2,24.271106,10.857823,5.7956104,0.4,2053.08,0.4285714,453,21.007707,13.183647,12.112517,9.3295818,7.9219631,6.3842509,4.61705289,3.17295584,16.419557,8.911973,6.9624044,4.454947,3.22348598,2.22592338,1.338149369,0.731237095,4.8659912,8.3615642,12.8195187,1.87962385,2.71591658,3.585986,2.2898895,0.62534299,1.14348338,0.187163461,0.12869425,0.26551431,0.04581997,0.098827048,2,7,3,5,0,1952.04317,2323.24167,3350.239359,3873.19769,3955.25965,33.366775,32.598021,46.645143,54.310563,64.188322,0.647663792972566,-0.38458531240043,0.222534804576398,-0.213286256772252,0.299080341887942,1,5,33.900968,58.215032,0
Prestw-671,11.89,15.9959252119336,-0.299390256102728,0.155923587364366,4.833387843544,12.5785513541321,0.71428571,4.708,312.4466,1,3.55,2,6,3,26,51,0,0,3.1358,9.83324164,93.897,4,0,1,0,3,0.10934985,136,1052,48,47.379424,2.059975,4.967199,4.967199,0,5.70044,329.380919638723,34.14,0.8333333,0.4545455,6.2236709,5.61549547,10.5026299,21.1338235,6.49645736,0.09090909,3,6,0,4,3,0,0,2,0,16.467456,5.5,2.289282,0.71428571,2410.02,0.7391304,416,16.405413,10.859844,11.008836,9.8060343,8.6081115,6.9421978,5.21948983,4.03296795,14.600589,9.2977126,8.9179926,8.0064898,6.66479841,5.00017269,3.690211883,2.68848536,6.627155,11.6824559,17.5862519,5.27093754,8.8660697,12.35393,2.6415144,1.05685886,2.05345981,0.817466683,0.39363455,0.99013875,0.34401278,0.745507706,0,5,1,3,6,2126.68473,2669.16676,4257.112185,4561.77408,3699.79181,24.548938,26.664184,43.328368,49.328368,43.992552,0.244066124974606,-0.0563219729528225,-0.0596003029469491,0.0017590456728233,-0.00352939415414801,0,2,32.525796,57.234204,0
Prestw-676,11.89,16.0182479383559,-0.395994975862015,0.302975294654337,4.36982976736642,14.548715627829,0.87272727,2.112,1131.2591,16,4.87,4,5,5,86,165,0,0,-0.6407,0.41049649,269.8581,8,0,4,0,8,0.3432309,448,31976,180,159.290945,2.016341,65.004576,65.004576,0,7.426265,1058.76709082654,388.04,0.9285714,0.4814815,16.3552435,24.67659403,11.6615171,0,0,10.6116438,9,11,0,22,5,0,13,3,8,64.985938,24.283869,10.8258362,0.87272727,23422.24,0.5443038,3509,58.4377,36.91605,36.355269,33.2791265,27.0253274,22.6564148,18.55773418,13.50034499,46.439089,27.6753284,25.5349236,21.0509897,16.2352182,12.82926764,9.792844889,6.706181881,23.7744182,39.836465,65.3035209,14.46658579,23.40256982,36.98526,8.9660972,4.10852916,6.28905163,2.390739305,0.32912415,1.49144893,0.25484701,0.97474529,3,2,2,16,23,6721.97143,8486.38366,13762.996135,17089.53883,17040.99543,97.587257,96.626943,158.587229,215.082807,221.416136,2.93711092612527,-1.08574618502618,-0.694820912983588,0.412714093254876,-0.527559039644346,13,24,112.217802,173.392198,0
Prestw-683,11.9964612640041,16.000780605978,-0.380174360118199,0.310054012184132,3.78953125,7.05688248241119,0.5,-2.238,150.08702,3,1.24,4,2,6,9,16,0,0,-1.501,2.253001,26.3636,0,0,0,0,0,0.76698262,42,121,12,18.153148,1.815315,14.313642,14.313642,0,4.169925,125.208840006033,115.06,0.6666667,0.4,0,0,0,0,3.96540646,4.2655219,0,0,0,2,2,0,4,2,0,10,4,3.1111111,0.5,135.06,0,70,8.309401,4.464102,4.206267,2.9324783,1.2142448,0.4444444,0,0,4.760052,2.2825433,1.56615,0.8051045,0.27010171,0.06098459,0,0,2.4284896,2.2658116,2.6071224,0.37672551,0.2422011,0.1484807,1.0515668,0.49601129,0.25448045,0.043883219,0,0,0,0,2,0,0,0,2,273.01775,288.36612,345.032127,295.78493,166.18377,14.646814,10.992552,16.205674,17.864897,12.426244,0.646182547774521,-0.122629661476428,-0.221321799176454,-0.0420535461011641,-0.101769474710807,4,6,8.475242,15.852758,0
Prestw-688,11.999,31.9728294640763,-0.298667774675989,0.420045637006355,5.21621688107165,11.4657714691095,0.61111111,1.779,350.43105,2,2.78,0,11,3,27,46,6,6,3.0364,9.21972496,89.0742,4,1,1,1,3,0.25434224,140,1305,44,49.415534,2.058981,15.875762,12.634792,0,5.754888,311.472669920406,89.05,1,0.5,2.2025948,1.84030812,10.5026299,23.1781463,7.76200963,1.22474487,1,6,3,3,1,3,1,3,1,17.415638,6.020552,3.0214031,0.61111111,1849.06,0.7083333,482,17.11252,11.277624,11.902241,9.4382446,8.2645635,6.7136921,5.17086632,4.16854472,13.898939,8.9489261,7.9602472,6.7091359,5.58974005,4.30942603,3.037291261,2.238745897,5.6977334,9.6809849,13.5499823,3.57394524,5.89837001,8.044461,3.3544406,0.77227428,1.50317686,0.470352477,0.44541421,0.89203969,0.30816472,0.585688537,0,5,2,1,6,1983.85234,2430.88024,3764.457999,3811.48391,3156.1455,34.000098,37.889782,50.644967,50.328398,44.66049,0.424444004095497,-0.305704892324052,0.142191818536895,-0.0240407592752892,-0.0226665269608426,1,4,33.400554,53.259446,0
Prestw-693,11.85,31.9720719641239,-0.308907566979909,0.152137595167994,5.71440234375,11.8523926831627,0.29411765,4.301,284.42082,4,3,3,13,5,22,40,12,12,4.0755,16.60970025,88.9515,3,3,1,1,3,0.11184835,104,789,31,41.248027,2.062401,9.751149,0,6.561928,5.459432,268.402613507267,31.78,0.8,0.4444444,3.6425016,1.2344268,15.1902342,15.3250013,3.30192725,0,2,3,8,0,0,4,0,0,0,14.917355,6.84,3.4425,0.29411765,1384.03,0.7,315,13.949383,9.75402,8.64109,6.96006,6.081631,5.2440686,3.69702021,2.87707923,12.859295,7.8535417,6.4297557,4.6493347,3.66285252,2.7728013,1.825076544,1.223923512,2.517725,4.3508645,6.5995897,1.6560133,2.51870002,3.362821,1.1498299,0.24719387,0.87793754,0.136930639,0.21202759,0.37445125,0.08978822,0.196149669,0,12,0,2,1,1703.14136,2014.00635,2833.685606,2937.37513,2437.77964,26.847714,26.336662,37.676232,40.789688,33.7017,0.170992161051815,-0.104635598034996,-0.0103082458699969,-0.00185722858744711,0.0836156646875115,0,2,28.10414,48.35586,0
Prestw-696,11.85,15.9959221977609,-0.277770168311105,0.282354537059375,4.75732849166555,9.80900949860014,0.27272727,1.251,204.2256,2,2.23,2,6,2,16,27,6,6,1.2201,1.48864401,55.1238,2,1,2,1,1,0.24209922,76,353,22,30.110122,2.007341,11.44179,5.093687,6.348103,5,189.591052497189,49.41,1,0.5,1.2205432,1.09204835,6.0105063,8.229325,3.53277553,0.25,1,1,5,1,2,1,0,2,0,11.484375,4.88843,2.24,0.27272727,574.04,0.7333333,191,10.836499,7.236382,6.206151,5.4522781,4.6126879,3.0697351,1.7320093,1.16671718,8.434919,4.9055054,3.375683,2.475079,1.6898938,0.97498126,0.494821094,0.262804833,2.4517068,4.2341781,5.1275498,0.8150439,1.10462958,1.076547,0.8669845,0.32140127,0.34579894,0.072003749,0.36011339,0.49110654,0.09738653,0.108574278,1,5,1,2,1,862.28888,1000.77841,1373.55101,1242.76114,934.95846,17.268899,17.495094,25.017185,25.210741,21.265839,0.373872257362603,-0.261034511250372,0.199607271134163,-0.188548003407798,0.0620953701243874,1,4,17.674484,31.165516,0
Prestw-698,11.9943698722315,14.0082747494514,-0.305154766015773,0.0848154431966648,6.77431442443209,10.7309458578994,0.46153846,2.274,200.28003,1,2.67,0,6,0,17,31,6,6,2.1853,4.77553609,61.4838,3,1,2,1,2,0.12186996,80,339,21,31.338646,2.089243,6.075326,0,6.075326,5.087463,196.8825683478,24.39,0.75,0.4285714,0,0,11.1271488,14.1769003,3.96540646,0,0,5,4,1,1,2,0,0,0,10.17301,4.47259,1.96875,0.46153846,879.02,1,186,10.087576,7.44949,6.347686,5.6355158,4.9590673,3.7406675,2.44223416,1.74393068,8.869499,5.8098902,4.3373659,3.3995612,2.68758415,1.88609253,1.091355953,0.680221174,1.8264921,3.2996598,4.5898405,0.95269379,1.55396609,1.940233,0.6054989,0.19163832,0.3520072,0.086305247,0.23470805,0.34958493,0.11108368,0.15907965,1,4,2,2,3,1047.87358,1236.31594,1711.537026,1559.85877,1255.06831,15.719961,17.664728,24.024708,21.664728,19.997092,0.154366212270404,-0.081573994249964,-0.0178178071742269,0.0216106711780849,0.0107405154866348,1,2,19.471312,35.748688,0
Prestw-699,11.85,15.995923706777,-0.361399184959478,0.106983893587784,4.84927099609375,11.478277777084,0.33333333,5.702,270.36675,5,3.22,6,7,6,21,42,12,12,5.142,26.440164,82.0836,2,2,2,2,2,0.14976201,98,814,30,39.997873,1.999894,5.042818,5.042818,0,5.392317,275.132965761123,40.46,0.8333333,0.4545455,4.8438841,3.15561696,12.1977013,21.169006,5.00828854,0.09090909,2,2,8,2,0,4,2,0,0,16.371882,7.852041,4.25,0.33333333,1469.02,0.7,340,14.535169,9.651397,8.18411,6.8247771,5.3993662,4.3624393,2.51379174,1.64876698,12.082143,7.2313418,5.2125472,4.007836,2.94808717,1.9541257,0.92274698,0.538995482,2.7227041,4.2030175,5.708885,1.43393427,2.21175892,2.563756,1.1828491,0.19163832,0.57722355,0.120234087,0.16666667,0.26289171,0.05555556,0.056920215,0,10,2,2,2,1365.7433,1564.99654,2099.887036,2220.9859,1956.91716,21.548938,21.664184,29.328368,31.328368,28.664184,0.112311814648205,-0.0358330971885427,-0.0241716349711802,-0.00146186773052793,0.0188561394355191,2,0,24.050554,47.953446,0
Prestw-700,11.9961862782825,31.9740753683688,-0.352906668868359,0.3207203107575,4.29490193681977,12.610050894111,0.53333333,-0.968,471.53823,10,1.46,2,8,7,32,47,5,5,0.0455,0.00207025,116.1615,3,1,2,1,1,0.50787044,156,2591,48,60.129768,2.004326,43.166789,12.827764,21.182855,6,375.390709512773,239.23,1,0.5,1.3265274,2.59979738,2.1581679,7.673424,6.56058141,1.19526606,2,4,0,1,5,1,1,3,1,24.638672,10.744802,5.0101775,0.57142857,1531.15,0.5,745,21.888541,14.351408,12.768727,10.928893,9.1839548,6.862993,4.87329179,3.59314369,18.3435,11.6082677,9.1050637,7.5862439,5.79608544,4.21154054,3.018653744,2.260989054,5.8258177,9.8121763,13.581927,2.88746127,4.4278731,5.504017,2.2221615,0.79096081,1.03054662,0.299100958,0.99819606,1.54111621,0.45426991,0.671224275,3,1,1,5,1,2423.24356,2900.9153,4008.123189,4236.59641,4021.6372,54.775466,46.586841,65.858458,80.202908,76.560478,1.03202329404688,-0.53722405902327,-0.092720202505947,0.547203170444993,-0.554894298479075,2,11,35.494519,58.145481,0
Prestw-701,11.85,15.9949201769953,-0.384307783028592,0.0951457426441654,6.7974277526132,12.1185377238589,0.7,4.521,301.46699,5,3.44,3,6,4,24,53,6,6,4.4175,19.51430625,93.2042,3,1,3,1,3,0.07791115,112,1039,33,45.074432,2.048838,6.013851,2.603682,3.410169,5.584963,318.384385922062,23.47,1,0.5,0,0,31.5460781,10.7313673,0.5,0,0,12,5,1,0,1,1,0,0,16.84375,8.203125,4.30839,0.7,2563.02,0.9545455,380,15.252866,10.788642,9.218397,7.8916007,6.2566341,5.0466123,2.76945568,2.06545464,13.84381,9.2916988,7.2775154,5.8120799,4.40265102,3.33871714,1.707259002,1.199099135,3.2548235,5.1498732,7.2903708,1.85986399,2.79121085,3.554308,1.1855654,0.48864194,0.72274061,0.210839023,0.30618622,0.17423086,0.21319403,0.122970243,0,5,1,3,9,1602.21956,1851.54869,2516.728318,2592.32126,2296.42782,23.134449,24.830638,33.494822,34.992824,32.214193,0.165422342051469,-0.0722249198182401,-0.0137447413379419,-0.0422991097834391,0.0735552173994105,1,2,35.869417,57.772583,0
Prestw-703,11.85,15.9949222080366,-0.29775708832773,0.249786052961214,5.9290799090744,11.693947821448,0.375,4.323,377.52334,7,3.66,3,12,4,30,59,12,12,4.8466,23.48953156,117.3774,3,3,3,3,2,0.07101454,144,2076,45,56.359636,2.012844,12.619313,2.580951,10.038362,5.906891,385.479551337863,26.79,1,0.5,9.3844537,9.71147251,13.3388679,17.4754129,6.72347736,0,5,2,10,2,0,4,0,1,0,22.68,10.346939,5.3890306,0.375,2965.04,0.75,637,20.258784,13.396755,12.108904,10.0002808,8.4547952,6.4459256,3.98758114,2.70622375,17.592306,10.0012466,7.9450404,5.5279747,3.79924463,2.55851401,1.449105809,0.810297104,4.7085531,7.9001716,11.3757812,2.4709753,3.13728145,3.975619,1.9187338,0.64971176,1.19307951,0.324494372,0.4518592,0.66051749,0.14396766,0.1875239,1,12,2,4,2,2128.03287,2492.14577,3514.790165,3658.35299,3483.60199,29.85441,31.855346,44.879737,48.405355,49.679079,0.311059264097613,-0.162943606303847,-0.0524221710594432,0.147348750140011,-0.14717938922735,0,4,39.467417,67.012583,0
Prestw-705,11.89,16.0094539967395,-0.38056706042212,0.290795166911771,4.69400703484366,10.8978707326497,0.57142857,7.414,427.66345,12,4.21,5,7,8,32,76,12,12,6.6474,44.18792676,131.7279,2,2,2,2,2,0.04319695,156,3510,42,61.090824,1.970672,9.4976,6.063542,3.434058,6,455.134884176757,18.46,0.9,0.4736842,14.5337972,5.54661578,17.0533993,11.4064975,1.38959662,0,8,6,8,0,0,4,0,0,2,27.246094,11.92344,10.2083333,0.57142857,4999.03,0.6451613,953,23.12311,14.379559,14.79862,9.1825513,7.7471093,5.2552776,3.17351861,2.24845594,21.177939,11.736634,11.6390195,5.8625933,4.55811217,2.42925464,1.26266437,0.795039081,4.9496881,8.474223,10.4003477,3.50457803,5.82717872,6.167907,4.5690744,0.46631284,4.12932133,0.235205154,0.17010345,0.22234338,0.05613128,0.06858578,0,9,3,11,1,2149.48747,2416.56449,3277.278581,3025.07295,2847.84492,32.908918,33.993096,47.992824,44.65657,45.491098,0.44801456142829,-0.258054696727103,-0.120332154994959,0.313287522569191,-0.187311549887286,1,2,55.006315,81.989685,0
Prestw-706,11.85,34.9688535603677,-0.30350554609211,0.104743726657966,5.93160098988297,12.1651627295986,0.33333333,3.613,300.82635,3,3.11,0,6,0,23,42,12,12,4.1375,17.11890625,89.7384,3,2,3,2,3,0.02158997,108,896,31,43.079641,2.051411,9.246788,0,6.719812,5.523562,282.400641845968,6.48,1,0.5,2.4150187,0.63049441,20.5999733,17.7429932,2.70159997,0,1,4,9,1,0,3,0,0,0,15.879017,7.513007,4.05,0.33333333,1516.03,0.9047619,341,14.65649,10.237183,9.015344,7.4038501,6.015294,5.2571125,3.18558858,2.42006429,13.13025,7.8466713,6.1404518,4.456046,3.10059565,2.41123985,1.324149545,0.866449922,2.5723582,4.081905,6.0714916,1.49099114,1.97784813,2.564839,1.1884614,0.16666667,0.79868829,0.07530801,0.26872874,0.32181728,0.10985279,0.144920579,0,10,2,4,1,1593.68013,1852.33454,2530.318998,2596.61368,2361.1749,29.432911,25.948862,35.900633,35.928249,31.948862,0.218527191552206,-0.140097961340101,-0.0486831820242527,0.126278089850167,-0.0538385886828942,0,2,27.337347,50.062653,0
Prestw-707,11.85,15.994919924015,-0.364830807602625,0.108744759407792,5.840198593287,11.0378987465581,0.36842105,3.701,281.39273,4,3.33,0,6,2,23,44,12,12,3.357,11.269449,87.359,3,2,3,2,3,0.04434914,106,930,29,43.214728,2.057844,6.382667,3.168209,3.214457,5.523562,282.279025193795,12.47,1,0.5,2.2984761,0.68305891,21.9637721,18.5168911,3.30192725,0,1,4,10,2,0,2,0,0,1,15.879017,8.022222,4.4875346,0.36842105,1696.02,0.952381,361,14.493353,10.3265,8.821635,7.2515849,5.8441563,5.0707242,2.87741577,2.08600386,12.612092,7.7662877,5.8401245,4.1987675,2.91867803,2.19695768,1.067418999,0.615055408,2.177799,3.3429295,4.9234875,1.11805396,1.42667503,1.777185,0.9622154,0.13608276,0.59283358,0.03928371,0.28745748,0.26011003,0.12869975,0.127939073,0,10,2,2,4,1410.44263,1614.87174,2137.882685,2124.92922,1904.3744,22.134449,24.16273,31.660732,31.158734,27.88183,0.259306299536162,-0.141313269526862,-0.00752161185772124,-0.0499252900854529,0.130581643159345,0,2,29.039761,50.678239,0
Prestw-708,11.89,16.0094539967395,-0.38056706042212,0.290795166911771,4.69400703484366,10.8978707326497,0.55555556,7.188,413.63683,12,4.1,5,7,8,31,73,12,12,6.1612,37.96038544,126.6867,2,2,2,2,2,0.04466172,150,3302,39,59.244049,1.974802,9.503062,6.06895,3.434111,5.954196,437.83889955089,18.46,0.9,0.4736842,13.6271815,3.2243576,19.5862697,9.8918601,0.43679023,0,7,6,9,0,0,3,0,0,2,26.253902,11.743802,10.4533333,0.55555556,4606.03,0.6666667,926,22.252866,13.968875,14.26893,8.7198023,7.4087019,4.8473082,3.07831567,2.03067522,20.25529,11.3199673,11.1831207,5.5531407,4.33603577,2.15682407,1.201455092,0.669446129,4.4117934,7.8069684,8.938729,3.25464254,5.54281524,5.516172,4.3708296,0.34846171,3.99409958,0.201184464,0.18539541,0.17276102,0.05985279,0.04790958,0,10,2,10,1,2028.11457,2266.90844,3035.892406,2728.23634,2556.90833,31.908918,32.993096,45.992824,41.324478,42.491098,0.447985882865221,-0.257078845370457,-0.129715600232292,0.328121453185237,-0.189916738022362,1,2,52.819901,78.896099,0
