COMPOUND,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,nRotB,MLogP,nAtomLAC,nAtomP,nAtomLC,nB,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings6,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,VABC,TopoPSA,topoShape,PetitjeanNumber,MDEC.12,MDEC.13,MDEC.22,MDEC.23,MDEC.33,MDEO.11,khs.sCH3,khs.ssCH2,khs.aaCH,khs.sssCH,khs.dssC,khs.aasC,khs.sOH,khs.dO,khs.ssO,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.5,VC.3,VC.5,SCH.6,SCH.7,VCH.6,VCH.7,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,bpol,apol,label
Rifampicin,11.89,16.0060694851782,-0.392638015639248,0.259061622000206,4.27689296658636,11.9188044840883,0.53488372,3.996,822.94188,5,4.43,2,26,3,63,117,11,10,3.4015,11.57020225,223.3464,4,2,2,1,3,0.26769045,314,13890,115,118.076499,2.001297,45.024972,32.205332,12.81964,6.97728,786.533760938869,220.15,0.75,0.4285714,11.3853522,31.46050232,7.3636427,31.495359,0,3.25471916,10,4,0,8,4,8,5,3,4,50.006551,21.326618,10.930112,0.53488372,11219.16,0.6440678,1949,43.670115,27.730884,26.258161,23.0372101,17.5672562,14.4076104,10.52552972,7.5890842,35.346778,19.7885172,16.1191261,11.8630782,7.92329832,5.23348174,3.196628966,1.837670746,13.6870143,20.7300085,32.4800425,5.66683972,7.37170366,9.276043,5.3537887,1.9782878,2.74743663,0.6147922,0.42017011,1.0168742,0.15311437,0.28694591,4,10,6,12,5,4544.55075,5433.8196,7980.8659,9327.18649,9528.94206,69.73355,70.002907,106.564792,132.407878,139.094281,1.55936693321524,-0.660516661320785,-0.0840789453438032,-0.170095649255179,0.425391829595805,6,12,78.564006,128.377994,0
Rifapentine,11.89,16.0060817870289,-0.392638079100287,0.259090649097844,4.27689414594057,11.9257965544144,0.57446809,5.255,877.03247,6,4.87,2,26,3,68,127,11,10,4.8036,23.07457296,239.7588,5,2,3,1,3,0.25118316,338,17129,121,126.891927,2.014158,45.355509,32.206564,13.148945,7.087463,843.361240741536,220.15,0.7692308,0.4347826,11.4230438,30.28736653,14.4041958,39.15683,0,3.25471916,9,8,0,9,4,8,5,3,4,52.372837,22.615626,11.387755,0.57446809,13518.16,0.6825397,2291,46.075892,29.803364,27.957605,24.8596897,19.3265721,15.3138703,11.43340126,8.39549519,37.752555,21.915999,17.7900995,13.5151568,9.47332714,5.94470364,3.801656608,2.294609876,14.2215751,21.8193848,33.5476113,6.0809087,8.23292412,10.13284,5.3984469,2.0616211,2.78202872,0.67934192,0.50350345,1.0995046,0.21766409,0.35710051,4,10,6,12,10,4902.23132,5869.08212,8600.28813,9870.56276,10125.13929,73.73355,75.002907,113.897156,138.740242,147.094281,1.556519162097,-0.650508420341164,-0.0988990660770149,-0.171908613163884,0.439457373228872,6,12,85.123248,139.418752,0
Rifaximin,11.89,16.0050509903892,-0.392637778429524,0.259053989349292,4.27703515728528,12.495189786048,0.44186047,5.767,785.88019,3,4.65,2,29,3,62,108,15,13,4.3072,18.55197184,214.7504,5,4,1,1,3,0.25326212,314,12175,116,115.123427,2.019709,39.531246,29.619989,9.911257,6.954196,738.217397927742,198.9,0.5,0.3333333,10.226869,34.24946446,4.7541581,31.482695,0,2.36308273,10,0,3,8,4,7,4,3,4,46.501561,18.770083,8.96,0.44186047,9577.14,0.6491228,1760,41.833252,26.8202,25.851007,23.0170038,18.354639,15.2922075,11.96744021,9.42668395,33.778624,18.9578965,15.5966462,11.5272695,8.0299859,5.37506888,3.529776896,2.230048272,13.8845847,21.8872082,34.6088542,5.62772047,7.67689568,9.860848,5.371075,2.0294999,2.69651416,0.63989209,0.60671112,1.3901733,0.17849846,0.33845027,5,13,6,9,5,4709.83296,5750.33979,8734.28133,10169.60523,10608.74925,66.5991,68.144653,107.094407,132.411874,141.683652,1.42409773066902,-0.660753982013602,0.0316486182413862,-0.175946307666949,0.319750337938126,5,10,70.251557,121.808443,0
Rimantadine hydrochloride,11.89,14.0030800819514,-0.327023569527239,0.0929514255965767,6.30761766587387,11.2097552511087,1,3.578,179.30229,1,2.67,2,0,3,15,34,0,0,2.2046,4.86026116,54.5215,4,0,1,0,4,0.14522731,78,204,21,27.071815,2.082447,2.436202,0,2.436202,4.906891,190.035658316967,26.02,0.6666667,0.4,1.5491933,1.41421356,6.5291292,12.257574,2.4494897,0,1,6,0,4,0,0,0,0,0,8.32,2.520833,1.101928,1,1140.01,0.7692308,124,9.052042,6.17827,6.434628,5.3103491,4.8847403,4.2264921,2.95185955,2.08904825,8.629392,5.9342535,6.068603,5.05153,4.7353111,4.01516719,2.829851084,1.916502219,3.2978771,5.3631549,8.1898984,2.85604531,4.95926429,7.318961,1.510837,0.4330127,1.3888285,0.25,0.24481808,0.6213996,0.24481808,0.62139964,0,0,0,1,7,1028.41994,1269.26516,1960.00905,1661.11548,829.88179,13.35998,15.166182,24.332364,21.498546,12.498546,0.0269326424973186,-0.00875715463127522,-0.00421852518607282,-0.000473653820108896,-1.64804653039958E-05,1,1,22.297347,36.222653,0
Risdiplam,11.9,15.9949237331838,-0.308558232976448,0.238262648486597,5.55862705597906,10.8140424747357,0.36363636,2.53,401.46515,2,3,0,21,0,35,53,10,9,0.898,0.806404,116.8939,6,4,3,2,4,0.19474252,178,2564,52,62.713829,2.090461,25.5107,2.593936,22.916764,6.129283,355.168788115596,78.13,0.875,0.4666667,2.6647856,3.85102883,11.814967,18.114294,7.6821032,0,2,4,6,0,0,5,0,1,0,20.595918,7.796982,3.865595,0.36363636,2494.08,0.9,805,20.457455,14.494734,14.271545,12.1133472,10.5333945,8.9336706,6.37874499,4.83600396,17.091165,10.3723866,8.5868318,5.9801446,4.29145766,3.05968146,1.781226054,1.07943237,5.726483,9.3074938,13.4870047,2.29723538,3.11257086,3.678638,2.739352,0.4951995,1.42337655,0.12759311,0.69062596,1.1268704,0.30405394,0.37597873,5,8,1,5,2,2362.42069,2897.19807,4172.92735,4249.51214,3751.82773,33.294331,38.184801,56.593881,57.427472,51.236265,0.555222284124467,-0.284293083102675,-0.0504684624925697,0.0881636228519178,-0.145919282379768,1,7,35.341761,62.558239,0
Ro 5-3335,11.85,34.9688534428938,-0.278377144066238,0.225926990121758,4.75261992890661,11.1470563686359,0.07692308,1.586,259.69143,1,2.34,0,16,0,20,28,11,11,2.564,6.574096,69.7017,3,2,2,2,1,0.22099875,96,547,29,37.06476,2.059153,14.322892,2.552384,9.222078,5.321928,213.071246924562,57.25,0.75,0.4285714,0,0,5.8182973,14.819609,6.455108,0,0,1,6,0,2,4,0,1,0,13.005,5.55102,2.804967,0.07692308,594.05,0.8888889,226,12.535169,8.737183,7.968774,6.5634798,5.6011584,4.4641826,3.36747803,2.34434291,10.160564,5.8965096,4.4231485,2.9797708,2.12715417,1.42551013,0.876453463,0.487582444,2.52879,4.1658421,6.2057157,0.92132862,1.27133168,1.57267,1.1828491,0.1916383,0.53355907,0.05310819,0.15137472,0.2624757,0.04811252,0.07411992,2,9,1,1,0,1296.28022,1534.30367,2150.91679,2272.65257,1901.06184,27.56736,23.280954,34.284732,35.672329,33.395455,0.345813073355785,-0.151904774417158,-0.113988857068507,0.177380476678889,-0.121829326015087,2,3,14.95007,35.82993,0
Rubitecan,11.9884158024576,16.0066557208279,-0.374526819031014,0.312450311573878,4.01215581884036,11.5165552028971,0.25,1.41,393.35037,2,2.67,2,20,3,33,44,11,10,1.6405,2.69124025,101.8168,5,3,1,2,4,0.31256989,170,2033,61,60.1973,2.075769,25.458268,15.595889,9.862378,6.044394,330.260911534001,122.87,1,0.5,1.4043758,1.80516777,6.3909859,22.783207,14.0889794,1.44380806,1,3,5,0,1,6,1,3,1,20.87787,7.548817,3.111111,0.25,1492.09,0.7241379,598,20.499271,13.846391,13.424396,12.615516,10.6615126,9.1076494,7.20475781,5.88513956,15.189812,9.1440223,7.2273253,5.7977833,4.18974238,2.98298776,1.949180622,1.339764645,7.6505211,12.4815735,18.9126381,2.59816131,3.69902986,4.60374,2.6903547,1.1890888,1.09062229,0.26766359,0.42909797,1.0105022,0.15745877,0.28656063,2,9,4,3,1,2228.07979,2804.89535,4402.49841,4813.15547,4183.53353,34.726755,36.764475,58.753047,70.382483,63.995022,0.699973346147012,-0.331688835260148,0.0412806717908574,-0.0259250553592129,-0.0338008933391583,1,6,24.786105,53.313895,1
Saccharin 1-methylimidazole (SMI),11.85,31.9720715949829,-0.27386767989734,0.248634891461085,5.19946493118233,11.0806297662638,0,0.452,183.18586,0,1.68,0,12,0,13,17,6,6,0.3595,0.12924025,41.8965,2,2,1,1,1,0.39136823,66,170,18,24.072639,2.006053,13.901,7.488876,2.963432,4.70044,139.346063244517,71.62,0.6666667,0.4,0,0,3.9654065,5.553158,2.3811016,0.94494079,0,0,4,0,1,2,0,3,0,8.591716,2.75,1.331361,0,192.05,0.75,105,8.767585,5.61099,5.724794,4.4021583,3.9435,2.8108047,1.36740863,0.84424012,6.146136,3.6431523,2.8427154,1.9949007,1.41299578,0.8207696,0.343849225,0.173301614,2.8021381,4.9328394,6.6668006,0.81920032,1.1250811,1.115361,1.540113,0.4288554,0.43845327,0.09101503,0.38368252,0.6846405,0.11879009,0.14235547,1,5,1,0,0,852.45538,1013.68536,1515.61229,1199.65395,643.1933,20.81114,22.394313,28.772849,26.88507,17.543639,0.315429396893009,-0.147729365394907,0.122773400381662,-0.237967376790834,0.105492422341454,1,4,13.560035,22.059965,0
SCR130,11.85,34.9698555032703,-0.277812501474079,0.244154986953685,5.99070703125001,12.8688376141219,0.15789474,3.096,418.29809,2,2.67,0,8,0,30,40,12,12,4.2868,18.37665424,107.4932,4,2,3,2,3,0.24615684,150,1687,49,55.334639,2.049431,21.889826,5.135217,9.179118,5.906891,339.091638405157,102.65,1,0.5,0,0,9.4477431,22.175542,9.540743,0.25,0,1,8,1,4,4,0,2,0,20.28,8.024691,3.773243,0.15789474,1147.08,0.8148148,529,19.181434,12.896721,12.337347,10.566335,9.0314511,7.4303259,5.60916778,3.71813865,16.159501,9.3336141,7.6585253,5.5174451,3.94288183,2.92601584,1.917711251,1.130953743,5.6870291,9.7125297,14.9686235,2.39423715,3.31156712,4.32157,2.3419033,0.7471838,1.25096697,0.21016894,0.40722928,0.9360436,0.16246765,0.3034493,2,11,2,0,1,2310.68392,2804.26077,4194.79311,4428.53737,4137.62845,51.182532,37.234602,60.328354,65.129362,63.388071,0.515178355127723,-0.192281063023841,-0.0667920572041407,-0.0574151732989945,0.0661752960235874,2,5,20.747691,54.272309,0
SCR7 pyrazine,11.85,31.9720721885557,-0.272717572858012,0.259215928862928,5.46099462602312,11.9692994594002,0.05555556,1.515,332.38084,1,2.78,0,23,0,27,36,6,6,3.4201,11.69708401,99.9346,4,1,3,1,4,0.29592874,130,1229,40,49.944513,2.081021,17.616809,2.567498,12.505766,5.754888,301.843593045229,98.27,1,0.5,0,0,12.7378731,19.048457,11.0262731,0,0,1,5,0,3,3,0,1,0,17.415638,7.709141,3.758876,0.05555556,969.06,0.9166667,408,16.518297,11.720347,10.573088,8.9955198,7.9798512,6.7117515,4.73666194,3.66446717,13.377893,7.8692978,5.7334695,3.9475125,2.82656154,1.97463979,1.081183937,0.683183792,3.4731939,6.1149142,9.210792,1.12470928,1.58096108,1.945845,1.4326257,0.3559047,0.59106218,0.0765469,0.31523526,0.4430384,0.09783415,0.09534131,2,12,2,0,1,1997.8338,2382.43741,3400.81081,3625.29938,3334.46089,32.342143,30.331333,45.328062,47.465158,48.132819,0.426972895417027,-0.237056264228783,-0.0197881700831849,-0.0333925467560948,0.0930191217621414,1,5,19.836484,47.783516,0
Sempervirine,11.85,14.0040932962751,-0.32136958222967,0.139332657767457,7.0920534587402,10.8971521803624,0.21052632,6.089,273.35238,0,3.33,0,17,0,25,38,20,17,3.5555,12.64158025,80.1202,5,4,1,1,4,0.07282002,124,847,38,45.175189,2.151199,6.805779,0,6.805779,5.643856,234.017953248601,19.89,1,0.5,0,0,16.1901751,25.052259,8.4793722,0,0,4,8,0,0,2,0,0,0,13.44,5.273923,2.142149,0.21052632,1344.02,1,379,13.81119,10.398979,9.549108,8.9158162,8.1285778,7.2718088,5.37713481,4.36459037,12.154336,8.1925409,6.6368621,5.4150956,4.35976364,3.50554097,2.258099306,1.624413169,3.5391015,6.3498346,9.6828632,1.77772458,2.81378926,3.857376,1.2109977,0.3860828,0.7030437,0.16091174,0.48980537,0.914933,0.21895493,0.34647137,2,9,4,0,4,1718.99365,2122.28414,3200.04643,3207.26873,2577.36677,21.719961,25.83091,38.329455,39.523254,32.329455,0.148730500890332,-0.0813345712337994,-0.0217901365083039,0.065775034816824,-0.0399058638398515,1,0,21.224519,46.975481,1
SL327,11.85,31.9720722014376,-0.302652205350622,0.41729999331524,3.9539267578125,12.0703847749138,0.0625,3.743,335.34847,4,2.45,3,11,5,24,35,12,12,3.7057,13.73221249,87.099,2,2,2,2,2,0.30181717,116,1202,35,45.599686,1.982595,17.76467,0,7.556993,5.584963,284.753148238887,101.13,0.8333333,0.4545455,0,0,8.8574066,16.36383,5.2324496,0,0,0,8,0,2,4,0,0,0,19.326389,8.392734,5.234979,0.06666667,790.07,0.6521739,417,17.035169,10.824717,10.331817,7.5245803,6.1397561,4.7500383,2.89739322,1.63790726,12.579355,7.2413661,5.6808498,3.8998187,2.6939932,1.8513359,0.97832594,0.540596835,3.9327076,6.1176959,8.3693556,1.430223,1.8281011,2.141179,2.4845436,0.5534465,0.81810377,0.11399918,0.16666667,0.2320381,0.05555556,0.07783598,1,10,3,1,0,1596.18269,1845.03443,2486.98416,2560.42069,2307.59108,34.713826,29.583472,48.039026,46.333125,48.882131,0.404560253383191,-0.213098641181415,0.0506708779616286,-0.009250768053061,0.0746444244297735,2,3,18.347484,44.032516,0
SN38,11.89,15.9989474118858,-0.37457581605701,0.298606938589715,4.9293026591906,11.5679606237868,0.31818182,2.013,392.40544,2,3.11,2,18,2,33,49,11,10,2.4211,5.86172521,105.8284,5,3,1,2,4,0.25491077,170,1971,62,60.199402,2.075841,20.078442,13.278872,6.799569,6.044394,347.702352577806,99.96,1,0.5,3.1146651,4.27208151,5.9663071,25.052984,16.9587946,0.87091297,2,4,4,0,1,7,2,2,1,20.87787,7.548817,3.032847,0.31818182,1997.07,0.7241379,590,20.499271,13.884396,13.244021,12.7119235,10.7946948,9.3895899,7.5445128,5.95118631,16.151427,9.7027274,7.5755866,6.1428426,4.55356725,3.25420502,2.170502797,1.471010812,7.5396127,12.6288105,19.6038365,2.784911,4.13801586,5.269002,2.6151126,1.0960758,1.13781044,0.29190878,0.4087087,1.0480887,0.15223923,0.29225716,2,8,5,4,2,2390.75348,3006.94401,4736.02549,5276.2779,4720.99823,33.592306,35.823462,57.646214,70.219753,64.306674,0.697578556169892,-0.35453126977411,0.0421633867498288,0.0130390770676246,-0.0635566583519195,2,6,28.99614,58.26586,1
Sophoridine,11.9943438680694,15.9949194262305,-0.299367338759732,0.203027013183187,5.0781829450963,11.1663122575304,0.93333333,1.381,248.36443,0,2.78,0,3,0,21,42,0,0,1.4176,2.00958976,71.4473,4,0,1,0,4,0.09488742,104,513,34,38.251771,2.125098,9.650238,2.574381,7.075857,5.392317,246.717681701695,23.55,0.75,0.4285714,0,0,13.2577581,17.932135,5.0856753,0,0,10,0,4,1,0,0,1,0,11.795918,4.528616,1.814745,0.93333333,1719.03,0.9444444,241,12.11252,8.843337,8.094771,7.447879,6.8446143,6.1081308,4.43697056,3.48797489,11.183144,7.8793586,6.740629,5.882956,5.25779358,4.498621,3.115617779,2.312398993,3.1207119,5.7853161,9.2494815,2.17900798,4.0347082,6.174987,1.088395,0.3638082,0.77916124,0.22785598,0.24948507,0.5662296,0.18618922,0.38816886,1,0,0,3,9,1467.80509,1808.6812,2711.17048,2865.81025,2255.07908,19.49443,22.329184,33.215009,36.325731,30.854802,0.28315797643411,-0.164902011527856,0.0447681226459477,-0.0517125061797616,0.0725871210382643,0,3,31.154968,45.405032,0
Sparfloxacin,11.89,18.9994122954793,-0.327742727567828,0.295587709904858,4.54937379084615,11.3496886871393,0.47368421,2.756,392.40051,3,2.56,0,16,3,31,50,6,6,1.624,2.637376,101.6918,4,2,3,1,3,0.25218913,158,1781,55,56.380001,2.013571,25.060018,7.428025,12.455488,5.954196,343.52841821923,98.9,0.8333333,0.4545455,1.807453,4.57403221,2.403274,15.685832,21.1178739,0.94494079,2,3,1,3,1,5,1,2,0,21.240375,7.921875,3.764758,0.47368421,2053.09,0.6785714,508,20.325544,13.201285,12.990906,10.5779086,9.6099356,7.4929104,5.98330822,4.03847155,15.629245,9.2982807,7.8030931,5.1201544,4.05785478,2.70493574,1.807445126,0.990364846,6.0855164,10.9103523,17.0625163,2.18095395,3.34903537,4.258209,2.6193162,0.8525063,1.2334934,0.20186738,0.32959183,0.8810193,0.17084775,0.34581906,2,6,2,4,5,2033.52451,2520.55164,3679.01341,4278.60969,4155.112,34.767417,34.655484,51.922706,65.550455,73.321898,0.711544930048689,-0.242874627864606,-0.155076620685192,-0.113891292588155,0.289466828499462,3,7,32.332554,56.029446,0
SR18662,11.85,34.9698554527218,-0.279208555065556,0.224594171073699,4.94074668226339,10.8912048448128,0.375,1.494,420.31234,7,2.12,3,11,7,27,45,6,6,1.3214,1.74609796,101.6076,2,1,2,1,2,0.22711038,130,2082,37,51.419453,1.977671,27.859523,9.834764,9.740381,5.754888,350.942890133478,95.17,1,0.5,1.4391737,0.47012262,10.0734658,12.700038,2.6031556,0.99186349,1,5,3,0,2,3,0,4,0,22.290809,9.972299,7.164954,0.375,1466.1,0.6923077,671,19.319626,12.163722,11.848531,8.6906227,5.9231696,4.6064212,3.03841068,2.12319769,15.829483,9.021852,7.0765911,4.9092353,2.90335662,1.86420633,1.081633176,0.615078695,4.8043636,5.3703186,6.2745122,2.20039282,2.13789558,2.093242,2.8769357,0.7175305,1.16675627,0.27395883,0.15137472,0.2739745,0.07405626,0.12404286,2,7,1,5,0,1835.12344,2056.57632,2737.82112,2537.3522,1926.13467,51.73147,41.627038,54.792792,59.955943,40.788505,0.667560743722371,-0.36092706460592,0.0299135544341479,0.18094650956887,-0.353854578357508,1,7,34.622933,54.597067,0
Streptozocin,11.9962917066008,16.0016534609249,-0.411529747320415,0.297386864589756,3.24743023467057,9.27304042334653,0.875,-1.413,265.22094,5,1.24,0,6,5,18,33,0,0,-2.2846,5.21939716,55.9552,1,0,1,0,1,0.57308622,86,609,29,34.758094,1.931005,26.734673,17.966834,8.767839,5.169925,223.816827133761,151.92,1,0.5,0.125,1.33077521,0,2.182247,7.2741166,2.74945124,1,1,0,5,1,0,4,2,1,16.055556,6.9632,3.75,0.875,783.1,0.3333333,262,13.869879,8.417121,7.361921,6.4373801,4.2537944,3.0384772,1.83026845,1.02023693,9.501885,5.1000044,3.8093868,2.6066712,1.5260315,0.94410539,0.482155788,0.195938783,3.7931457,5.0594765,6.9762247,1.11603416,1.22613014,1.388501,1.3947564,0.5487953,0.57108429,0.10989325,0.04536092,0.2002328,0.02618914,0.06674951,0,0,0,2,4,816.55364,937.63265,1274.8916,1325.26495,1016.80019,24.501224,21.902813,31.44839,38.380883,32.522539,0.790747056288081,-0.324856157655586,-0.0263417010032397,0.0595319803233456,-0.342547739930886,5,8,21.550105,32.995895,0
Suramin Sodium Salt,11.999,31.9772500359799,-0.302153459585796,0.317000505433038,5.08013448467009,13.7447974879319,0.03921569,0.914,1297.2882,22,3.22,0,84,3,93,126,46,44,2.2313,4.97869969,302.2286,8,8,6,6,8,0.41204527,476,54019,156,173.124835,2.013079,94.18404,55.950017,18.512957,7.539159,1012.62553979951,534.03,1,0.5,4.3703613,5.47567984,0,0,0,0,2,0,22,0,5,18,6,17,0,71.840675,28.52604,18.075556,0.03921569,10379.35,0.6395349,5333,63.387447,39.770101,42.750984,30.667799,25.1212611,21.8816327,17.13119992,12.80461373,44.497149,25.7464298,20.4742799,13.7966906,9.47793517,6.94627282,4.319249281,2.540859358,19.7905456,28.1589156,42.2962356,5.81197493,7.22155954,9.261982,12.8950901,3.3639712,3.40925916,0.61510536,0.52497165,1.041203,0.18700141,0.33566895,4,34,10,2,0,7697.06709,9263.20683,13937.10212,15238.16893,15447.11986,142.739188,152.688544,192.623549,203.641892,235.101965,2.05280458504586,-1.20191166072045,0.490161568262443,0.111482737740252,0.0360741574036039,12,29,91.33428,158.87772,0
SW044248,11.9961414232051,31.9720725078529,-0.375983594747051,0.218185200956413,5.01875695134267,11.9421523533901,0.27272727,3.822,421.51724,8,3,4,13,5,33,53,21,19,4.9172,24.17885584,120.2145,4,4,2,2,3,0.25460799,158,2593,51,61.669806,2.05566,24.517629,5.350729,16.048367,6.044394,360.750977158224,107.23,1,0.5,4.4025241,4.78427229,7.9433231,18.204875,9.6792296,0,3,2,8,1,1,3,0,1,1,23.168044,10.744802,5.010178,0.27272727,2266.08,0.7666667,729,21.087211,14.655728,12.520937,11.2903896,9.7638534,8.0005743,5.49453812,4.01715859,17.940462,10.7596819,7.9021611,6.1621761,4.28416286,2.9092756,1.736274871,1.130866236,4.6181139,7.9860741,11.2564321,2.11314153,2.89752097,3.234968,1.6202402,0.4789622,0.88417155,0.15449249,0.46151265,0.8292814,0.14377499,0.21033622,2,12,1,3,2,2289.39367,2713.02114,3843.52289,4041.28084,3633.5913,39.476593,39.191464,57.830362,66.2174,58.796833,0.549900504119231,-0.310423201889831,0.00386476559757012,0.105539932694869,-0.244230551798989,1,5,35.577761,64.060239,0
TAS-103 (dihydrochloride),11.9,15.9959277479617,-0.360421279250993,0.251685078267244,5.06773929677647,11.7541832149603,0.2,3.418,333.38451,4,3.11,2,20,5,28,44,17,16,3.328,11.075584,99.8535,4,4,1,1,3,0.19648941,138,1381,44,51.750873,2.070035,14.458923,5.178533,9.280389,5.807355,299.192922133356,65.46,1,0.5,2.6124847,2.5257574,8.5765377,23.81971,15.8845303,0.125,2,2,7,0,1,6,1,1,0,18.367347,7.552647,3.453032,0.2,1609.05,0.68,444,17.551677,12.058551,11.288675,9.4001826,8.5312964,7.4627192,5.86487162,4.55358604,14.205555,8.254537,6.5166227,4.4892643,3.31380335,2.40330605,1.546207529,1.022756987,4.1759956,7.5871847,12.0774555,1.60735402,2.30696082,2.984745,1.8531774,0.4496288,0.90375217,0.1326412,0.42568158,0.8873776,0.14590161,0.2326929,1,10,5,2,0,1879.20066,2296.68925,3449.80246,3660.64409,3369.13558,27.628879,29.827457,43.68544,47.681988,47.816754,0.40515579947768,-0.191970164279164,0.00732350816225887,-0.0976447717552208,0.113747973659852,2,4,25.688933,52.773067,1
TAS102,11.9974453885355,19.0012586991986,-0.393293751830962,0.442198034001705,3.73832723866588,9.66416614013782,0.6,-0.636,296.20035,3,1.46,0,8,3,21,31,0,0,-0.7816,0.61089856,56.3445,2,1,2,1,1,0.33472718,106,775,32,39.432262,1.971613,26.782089,13.176778,6.464214,5.392317,233.041341925525,99.1,0.8,0.4444444,0,0,0.8434327,7.086836,5.1860766,0.99395706,0,2,1,3,0,1,2,2,1,16.371882,6.011719,3.4425,0.6,644.1,0.55,293,15.076986,9.235401,9.439441,7.0144778,5.8535138,3.8589159,3.1921758,1.6731439,9.923894,5.6077841,4.3218891,2.9675475,1.95140294,1.15718646,0.672277072,0.33265843,4.5212616,7.1375167,8.7045701,1.19365993,1.41228106,1.431714,2.6603994,0.7190043,0.65368918,0.11282099,0.27537754,0.4732447,0.10511154,0.12114454,2,0,1,3,3,958.60565,1146.11726,1655.41363,1574.41176,1326.48827,29.098438,25.568817,43.648504,41.855934,44.365761,0.98763085138637,-0.503580379629207,0.271899582602549,-0.687489244886353,0.771309796061962,3,7,22.106277,32.815723,0
Tegafur,11.9886298851767,18.9984057892453,-0.361650224528033,0.340143367225393,4.35155882776,9.1157573761321,0.5,-0.127,200.16738,1,1.68,0,8,0,15,23,0,0,-0.6249,0.39050001,44.501,2,1,2,1,1,0.29311248,72,288,19,28.02679,2.001914,16.98418,8.072846,6.391957,4.906891,168.733801572057,58.64,0.75,0.4285714,0,0,2.8039658,5.482972,2.6207414,0.25,0,3,1,1,0,1,0,2,1,10.515556,4.244898,2.17284,0.5,394.06,0.7857143,160,10.129392,6.681541,6.111647,5.0951557,3.9300596,2.7366316,1.72217801,0.94019772,7.325944,4.3085359,3.1112533,2.1402275,1.45470324,0.74652524,0.40343441,0.193552527,2.4688393,3.3813594,4.8613155,0.59754762,0.75290022,0.7758006,1.0098562,0.3309331,0.30030025,0.04786697,0.13888889,0.3057798,0.05340523,0.06874296,2,1,0,2,2,671.30159,781.72558,1066.97421,904.38374,694.56967,18.545412,17.741063,26.232219,24.951935,20.981889,0.612083516065324,-0.355393178143586,0.189729781816747,-0.263289357733447,0.125679673588544,1,5,17.513863,25.244137,0
Temozolomide,11.9935503119173,15.9959237392449,-0.289164629021188,0.309340486411983,4.45456282480622,8.90111352033569,0.16666667,-1.104,194.15109,1,1.24,0,13,3,15,20,5,5,0.0524,0.00274576,47.6587,2,2,1,1,1,0.54592707,74,277,22,27.993442,1.999532,23.213178,4.971591,18.241588,4.906891,147.098170200523,105.94,0.75,0.4285714,0.25,1.0162655,0,1.807204,3.1473452,0.16666667,1,0,1,0,1,1,0,2,0,10.515556,3.867769,1.76,0.16666667,259.08,0.6428571,153,10.292529,6.609061,6.226682,5.3177811,4.1794588,3.0135719,2.14783397,1.37149633,7.207265,3.6785688,2.6466599,1.7322107,1.05494105,0.57686893,0.305412324,0.142066998,3.0169915,4.4492007,5.9097837,0.69533762,0.79674107,0.7813721,1.169734,0.4618441,0.37020182,0.06883279,0.23470805,0.5399665,0.05177746,0.07732973,2,1,0,0,0,692.87617,821.03025,1178.29159,1054.74047,737.81986,17.70882,17.879782,26.761853,27.343233,21.982679,0.518953790571761,-0.295917496088936,0.138076087015267,-0.222263178464547,0.193270647048193,1,7,13.095242,22.764758,0
Teniposide,11.9979215727843,31.9731999164412,-0.387356672783544,0.266233571539906,5.03796760758821,12.7369389557475,0.46875,1.19,656.656,6,3.44,0,9,2,53,78,17,17,2.486,6.180196,157.267,8,3,4,3,5,0.28814778,266,7305,89,96.448017,2.096696,40.918776,37.883947,0,6.72792,539.530139979829,189.07,1,0.5,2.1517873,5.50429226,6.5497187,36.018336,41.9042011,0.74651727,2,3,7,10,1,9,3,1,9,33.161267,13.6125,5.878681,0.46875,5155.14,0.826087,1454,31.689141,22.354907,20.705798,19.5368409,17.0189605,14.0935953,11.39711984,9.47209284,25.585143,15.7632901,12.7472113,10.2639803,7.8894089,5.60574487,3.90236124,2.769077731,9.3198139,15.8703563,24.1217749,3.90066545,5.84330023,7.61795,3.2156886,1.1416102,1.641008,0.36020391,0.71888661,1.3217621,0.29557353,0.4413888,2,12,3,4,5,3529.66506,4397.8851,6721.08579,7357.99163,7406.4688,62.195851,63.645594,97.405807,110.603402,110.499319,1.845487533877,-0.994250450357291,-0.0699406668529906,0.309818927185965,-0.213750955950618,3,8,55.464624,90.983376,0
